QKEY,INTERVIEW_START_W119,INTERVIEW_END_W119,DEVICE_TYPE_W119,LANG_W119,FORM_W119,DESRISK_COMF_W119,DESRISK_CREAT_W119,DESRISK_NTECH_W119,RISK2_W119,AI_HEARD_W119,CNCEXC_W119,USEAI_W119,AIKNOW1_W119,AIKNOW2_W119,AIKNOW3_W119,AIKNOW5_W119,AIKNOW6_W119,AIKNOW7_W119,AIKNOW1_CORRECT_W119,AIKNOW2_CORRECT_W119,AIKNOW3_CORRECT_W119,AIKNOW5_CORRECT_W119,AIKNOW6_CORRECT_W119,AIKNOW7_CORRECT_W119,AIKNOW_INDEX_W119,AIHCCOMF_W119,AIHCTRT1_W119,AIHCTRT2_W119,MEDBIAS_W119,AIHCCHG_QUAL_W119,AIHCCHG_MIST_W119,AIHCCHG_REL_W119,AIHCCHG_RACETHN_W119,AIHCCHG_SECUR_W119,HCMEDBIAS_W119,BIASBETR_OE1_W119,BIASBETR_OE2_W119,BIASBETR_OE3_W119,BIASBETR_REFUSED_W119,BIASWORS_OE1_W119,BIASWORS_OE2_W119,BIASWORS_OE3_W119,BIASWORS_REFUSED_W119,BIASSAME_OE1_W119,BIASSAME_OE2_W119,BIASSAME_OE3_W119,BIASSAME_REFUSED_W119,SCDETECT1_W119,SCDETECT2_W119,SCDETECT3_W119,SCDETECT4_W119,AIMH1_W119,AIMH2_W119,AIMH3_W119,AIMH5_W119,AIPAIN1_W119,AIPAIN2_W119,AIPAIN3_W119,AIPAIN4_W119,SROBOT1_W119,SROBOT2_W119,SROBOT3_W119,AIPROT1_W119,AIPROT2_W119,AICROP1_W119,AICROP2_W119,AIEXT1_W119,AIEXT2_W119,AINEWS1_W119,AINEWS2_W119,AIIMAG1_W119,AIIMAG2_W119,EMPLSIT_W119,JOBAPPYR_W119,INDUSTRYCOMBO_W119,AIWRK2_a_W119,AIWRK2_b_W119,AIWRK2_c_W119,AIWRK3_a_W119,AIWRK3_b_W119,AIWRK3_c_W119,AIWRKH1_W119,AIWRKH2_a_W119,AIWRKH2_b_W119,AIWRKH3_a_W119,AIWRKH3_b_W119,AIWRKH3_c_W119,AIWRKH3_d_W119,AIWRKH4_W119,AIWRKH5Y_OE1_W119,AIWRKH5Y_OE2_W119,AIWRKH5Y_OE3_W119,AIWRKH5Y_REFUSED_W119,AIWRKH5N_OE1_W119,AIWRKH5N_OE2_W119,AIWRKH5N_OE3_W119,AIWRKH5N_REFUSED_W119,HIREBIAS1_W119,HIREBIAS2_W119,AIWRKM1_W119,AIWRKM2_a_W119,AIWRKM2_b_W119,AIWRKM2_c_W119,AIWRKM2_d_W119,AIWRKM2_e_W119,AIWRKM2_f_W119,AIWRKM3_a_W119,AIWRKM3_b_W119,AIWRKM3_c_W119,AIWRKM3_d_W119,AIWRKM3_e_W119,AIWRKM3_f_W119,AIWRKM4_a_W119,AIWRKM4_b_W119,EVALBIAS1_W119,EVALBIAS2_W119,FACERECWK1_W119,FACERECWK2_a_W119,FACERECWK2_b_W119,FACERECWK2_c_W119,FACERECWK3_a_W119,FACERECWK3_b_W119,FACERECWK3_c_W119,TWITTER1_MOD_W119,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W119
201501794979,12/13/2022 18:52:43,12/13/2022 19:08:58,1,1,1,3,1,3,1,2,3,2,1,2,3,1,3,2,1,1,1,1,1,1,6,3,1,1,1,3,1,2,1,3,2, , , ,0, , , ,0, , , ,0,3,1,2,3,3,3,4,3, , , , , , , ,3,1,3,1, , ,2,2, , ,1,1,5,1,1,1,2,1,2,1,1,2,1,1,1,2,1,2, , ,1, , , ,0,1,2,3,2,2,2,1,1,2,2,2,2,2,2,1,9,9,1,2,3,1,9,1,2,1,2,1,1,4,9,2,2,1,1,6,2, ,1,1,1,1,1,1,10, ,3,6,2, ,2,4,1,9,4,1,1,3,0.5772511794984387
201501797997,12/13/2022 14:56:45,12/13/2022 15:12:18,1,1,2,3,1,2,1,2,2,5,1,2,3,1,3,2,1,1,1,1,1,1,6,3,3,1,3,2,3,2,3,2,3, , , ,0, , , ,0,10, , ,1, , , , , , , , ,3,3,4,2,2,2,3, , , , ,3,9, , ,1,3,3,2, ,1,3,2,3,9,2,2,2,2,9,9,9,9,2, , , ,0,1, , ,1,3, ,3,2,2,2,2,2,2,3,1,9,3,3,1,2,2,3, ,3,2,2,2,2,9,9,2,1,3,5,1,2,2,1,5,2, ,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,5,1,1,1,2,0.7308657678711444
201501798171,12/13/2022 14:57:27,12/13/2022 15:18:16,2,1,2,3,3,4,1,3,3,5,9,3,9,1,2,9,0,0,0,1,0,0,1,2,1,1,3,1,1,3,3,1,3, , , ,0, , , ,0,15,10, ,1, , , , , , , , ,3,9,3,3,3,9,3, , , , ,3,1, , ,3,9,4,2, ,1,9,2,3,9,9,3,9,9,3,9,9,9,2, , , ,0,1, , ,1,3, ,3,2,2,2,9,9,2,9,2,9,2,9,1,9,9,3, ,3,2,9,2,2,2,2,2,1,4,9,1,4,2,3,1,2, ,1,1,1,1,1,3,1,1,1,2,1, ,1,1,1,1,1,4,2,1,2.3232059872168715
201501798368,12/16/2022 13:51:01,12/16/2022 14:04:22,1,1,2,3,2,2,2,1,3,4,1,2,3,1,3,2,1,1,1,1,1,1,6,2,3,1,1,1,1,3,1,3,1,20, , ,1, , , ,0, , , ,0, , , , , , , , ,3,2,3,3,2,1,2, , , , ,2,2, , ,2,3,5,2, ,1,3,1,1,2,1,2,9,9,3,1,2,3,1,3, , ,1, , , ,0,1,1,2,2,2,2,1,1,9,2,1,1,2,2,1,1,1,1,1,2,1,2,1,2,1,2,2,1,4,8,3,4,1,1,6,2, ,4,1,1,2,4,1,9, ,3,6,4,2,2,4, ,9,4,4,2,3,0.7348062303663766
201701100752,12/13/2022 17:12:29,12/13/2022 17:51:25,1,1,2,3,2,2,2,2,3,5,9,9,9,99,9,9,0,0,0,0,0,0,0,3,1,1,1,1,1,2,1,1,2,97, , ,1, , , ,0, , , ,0, , , , , , , , ,3,9,3,3,3,9,2, , , , ,3,9, , ,3,9,5,2, ,9,9,9,1,9,9,2,9,2,1,9,3,3,2, , , ,0,11, , ,1,1,2,3,9,1,9,1,9,1,2,9,9,9,9,9,9,9,1,2,3,1,9,9,2,2,2,2,2,2,4,3,4,2,1,6,2, ,1,1,1,1,1,1,1,2,1,2,2, ,2,3,1,99,3,3,1,99,0.4074663536909991
201701100809,12/15/2022 10:44:59,12/15/2022 11:28:37,2,1,2,4,3,4,2,2,99,4,1,2,9,1,9,9,1,1,0,1,0,0,3,1,2,1,3,3,1,3,3,2,3, , , ,0, , , ,0,10, , ,1, , , , , , , , ,3,2,3,2,3,1,2, , , , ,3,1, , ,3,9,1,1,3,1,2,1,3,3,3,3,2,2,2,1,2,2,2, , , ,0,1, , ,1,2,1,3,1,1,1,1,2,2,1,2,2,1,3,2,1,1,3, ,3,1,2,1,3,9,2,2,1,2,3,3,2,2,3,2,2, ,1,1,1,1,1,1,1,1,1,3,3,2,2,3,3,2,2, ,1,1,1.5673624323814388
201701200584,12/13/2022 14:37:24,12/15/2022 11:30:47,2,1,2,3,2,3,2,2,2,4,1,9,9,1,9,9,1,0,0,1,0,0,2,4,3,1,3,3,3,2,3,3,5, , , ,0,20, , ,1, , , ,0, , , , , , , , ,3,3,4,2,3,9,3, , , , ,2,9, , ,3,9,1,2,6,1,2,1,3,3,3,3,2,2,2,3,2,2,2, , , ,0,3, , ,1,3, ,3,2,2,2,9,9,9,4,1,4,4,9,1,2,9,3, ,2,9,2,9,9,2,1,1,1,4,9,3,3,2,1,6,2, ,1,1,1,1,1,1,5, ,4,4,3,1,1,2,1,9,3,1,2,2,0.4769696225304546
201701201656,12/15/2022 18:46:19,12/15/2022 19:06:24,1,1,1,2,3,3,1,2,3,5,1,3,4,4,4,2,1,0,0,0,0,1,2,4,3,1,3,3,3,3,3,1,3, , , ,0, , , ,0, , , ,0,3,9,2,3,3,9,3,1, , , , , , , ,3,9,3,9, , ,3,9, , ,5,2, ,9,9,9,9,9,9,3,9,9,9,3,3,9,1,1, , ,1, , , ,0,3, ,3,1,1,1,1,1,9,2,2,2,9,9,1,9,9,3, ,3,1,9,1,3,9,2,2,1,3,5,3,4,2,2,3,2, ,1,1,1,1,1,5,1,1,1,4,1, ,1,1,1,7,1,3,2,2,0.8053598907109127
201701201679,12/17/2022 11:56:31,12/17/2022 12:16:55,2,1,1,4,3,4,2,2,2,5,2,1,9,9,9,9,0,0,0,0,0,0,0,3,3,1,3,2,2,2,3,2,3, , , ,0, , , ,0, , , ,0,3,9,99,3,3,9,3,1, , , , , , , ,3,9,3,9, , ,3,9, , ,5,2, ,9,3,9,9,9,9,3,9,9,2,9,9,9,2, , , ,0,98, , ,1,2,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3, ,3,2,2,2,9,9,9,2,1,3,7,2,4,1,2,3,2, ,1,1,1,1,1,1,2,2,2,2,1, ,1,1,1,5,2,4,2,2,0.48604596985390175
201701201784,12/15/2022 12:55:56,12/15/2022 13:07:40,2,1,1,4,3,5,2,3,2,5,1,9,9,1,3,2,1,0,0,1,1,1,4,4,2,1,3,2,2,2,3,2,3, , , ,0, , , ,0, , , ,0,3,9,4,2,3,9,4,3, , , , , , , ,3,9,3,9, , ,3,9, , ,3,2, ,9,9,9,9,9,9,3,9,9,9,9,9,9,2, , , ,0,99, , ,99,3, ,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3, ,3,2,2,2,2,1,1,2,1,2,3,3,3,2,3,1,2, ,4,1,1,1,3,1,12, ,3,5,1, ,1,1,1,1,1,1,2,1,0.5258204995414497
201701201793,12/13/2022 20:16:59,12/13/2022 20:31:59,1,1,1,3,2,3,1,1,3,5,1,2,3,1,3,2,1,1,1,1,1,1,6,4,2,1,1,3,1,2,1,3,2, , , ,0, , , ,0, , , ,0,3,1,3,3,3,9,3,1, , , , , , , ,3,9,3,2, , ,3,9, , ,4,2, ,9,9,3,9,9,9,3,9,2,3,1,9,2,2, , , ,0,1, , ,1,1,2,3,9,1,1,1,9,1,9,9,9,9,9,1,2,2,3, ,2,1,9,9,2,2,2,2,1,4,9,2,3,2,1,5,2, ,1,1,1,1,1,1,1,2,1,5,2, ,2,3,1,8,3,1,2,2,0.8864809145834531
201701201902,12/13/2022 14:46:17,12/13/2022 15:07:02,1,1,1,3,2,3,1,2,3,5,1,9,3,9,3,9,1,0,1,0,1,0,3,3,2,1,2,2,3,2,2,2,4, , , ,0, , , ,0, , , ,0,3,1,1,3,3,9,3,2, , , , , , , ,3,2,3,9, , ,2,3, , ,5,2, ,2,3,2,2,9,2,3,1,2,2,3,2,3,2, , , ,0,1, , ,1,2,2,3,2,2,2,9,2,1,2,1,2,2,4,1,2,2,2,2,2,1,2,2,3,2,2,1,1,2,3,3,4,2,3,2,2, ,1,5,4,1,1,5,1,2,1,4,1, ,1,1,1,2,2,2,1,2,1.5492039829184896
201701204112,12/13/2022 15:53:13,12/13/2022 16:34:35,1,1,2,3,4,4,1,2,2,5,1,2,3,1,9,9,1,1,1,1,0,0,4,3,2,2,2,2,2,2,3,2,3, , , ,0, , , ,0,40, , ,1, , , , , , , , ,3,1,2,1,2,1,2, , , , ,3,1, , ,2,9,2,2,5,1,3,1,1,9,1,3,1,9,1,1,1,1,1,4, , ,1, , , ,0,1,3,2,1,1,2,1,2,1,2,2,1,4,9,3,2,1,2,2,2,1,2,2,4,2,3,2,1,3,6,2,4,1,3,2,2, ,1,1,1,1,1,1,2,2,2,5,1, ,1,1,1,9,2,4,2,3,1.332713208034347
201701204395,12/13/2022 16:07:24,12/13/2022 16:20:49,2,1,2,5,3,4,2,2,2,4,1,2,3,1,3,2,1,1,1,1,1,1,6,3,3,2,2,1,1,2,3,3,2,10, , ,1, , , ,0, , , ,0, , , , , , , , ,3,9,2,3,3,9,3, , , , ,3,2, , ,2,9,1,2,8,2,3,2,9,9,9,3,9,9,1,1,2,1,2, , , ,0,99, , ,99,2,3,3,2,2,2,1,2,9,9,9,9,9,9,9,2,2,3, ,2,9,2,9,9,9,2,2,1,4,9,1,3,1,1,5,2, ,1,1,1,1,1,1,2,2,2,2,3,2,2,3,1,9,3,2,2,2,0.6528144789874843
201701206374,12/13/2022 21:06:35,12/13/2022 21:19:52,1,1,2,4,2,2,2,2,3,4,1,2,3,1,3,2,1,1,1,1,1,1,6,2,3,1,2,2,3,2,3,1,3, , , ,0, , , ,0,30, , ,1, , , , , , , , ,3,3,3,2,2,2,2, , , , ,3,2, , ,3,3,1,2,5,1,2,1,3,2,2,3,2,2,1,1,2,2,2, , , ,0,1, , ,1,2,3,3,9,2,2,9,2,2,3,1,3,2,9,1,2,2,2,3,3,9,9,9,2,2,2,2,1,4,9,2,3,1,1,6,2, ,1,1,1,1,1,1,9, ,3,6,2, ,2,4,1,9,5,1,2,3,0.6154356920705467
201701206619,12/14/2022 15:15:08,12/14/2022 16:02:18,1,1,2,1,3,3,1,2,3,5,9,9,9,9,9,9,0,0,0,0,0,0,0,2,1,1,2,1,3,3,3,1,2,96, , ,1, , , ,0, , , ,0, , , , , , , , ,2,1,2,1,1,1,1, , , , ,3,1, , ,3,9,5,2, ,1,9,1,2,9,2,3,1,1,3,1,3,3,1,1, , ,1, , , ,0,2,2,2,1,1,1,1,1,1,3,3,9,9,2,2,1,1,2,3,3,1,2,9,2,2,1,2,1,1,2,2,4,2,1,5,2, ,1,1,1,1,1,5,1,1,1,3,1, ,1,1,1,9,2,3,1,99,0.47453569321094086
201701206738,12/13/2022 15:31:13,12/13/2022 16:00:05,2,1,1,2,3,3,1,2,3,4,1,2,3,1,3,2,1,1,1,1,1,1,6,3,2,1,2,2,1,2,2,2,3, , , ,0, , , ,0, , , ,0,2,1,2,1,3,9,4,3, , , , , , , ,2,9,3,9, , ,3,9, , ,5,2, ,9,9,9,2,9,2,3,9,2,9,9,9,9,2, , , ,0,1, , ,1,2,3,3,2,9,2,2,9,2,9,2,2,2,2,1,9,9,2,3,2,1,2,1,3,2,2,1,1,3,5,2,3,2,2,4,2, ,1,4,4,1,1,5,1,1,1,1,1, ,1,1,1,7,2,2,2,3,0.6173843820081484
201701208231,12/13/2022 16:19:21,12/13/2022 17:09:18,2,1,1,3,2,2,1,2,1,4,1,2,3,1,3,2,1,1,1,1,1,1,6,2,1,2,2,1,1,1,1,1,2, , , ,0, , , ,0, , , ,0,2,1,2,1,3,9,3,1, , , , , , , ,3,9,2,1, , ,3,3, , ,5,2, ,3,3,2,1,1,1,3,1,9,1,1,1,1,1,1, , ,1, , , ,0,1,1,3,2,2,2,9,9,9,2,9,2,2,9,2,9,9,2,2,3,9,9,9,9,9,9,2,1,2,4,3,4,1,1,6,2, ,1,1,1,1,1,1,1,2,1,2,2, ,2,4,1,9,4,2,1,3,0.17064005258847725
201701209591,12/14/2022 10:28:02,12/14/2022 11:02:03,1,2,1,2,3,3,1,3,3,2,9,1,9,1,1,2,0,0,0,1,0,1,2,4,3,1,1,3,1,2,3,1,2, , , ,0, , , ,0, , , ,0,3,9,1,1,3,9,2,1, , , , , , , ,3,1,3,1, , ,3,9, , ,2,2,2,1,9,9,9,9,9,3,2,2,9,9,9,9,2, , , ,0,1, , ,1,2,2,3,9,9,9,9,9,9,9,9,2,2,2,1,9,9,2,3,3,1,9,9,4,2,2,2,1,4,8,1,4,2,2,3,1,1,4,1,3,1,4,1,1,1,1,1,2, ,2,3,2,1,3,3,2,1,1.4790716529892076
201701209983,12/13/2022 15:31:31,12/15/2022 15:12:29,2,1,2,3,3,2,2,2,1,5,9,9,9,4,3,4,0,0,0,0,1,0,1,3,3,1,3,3,1,3,3,2,3, , , ,0, , , ,0,99, , ,99, , , , , , , , ,3,9,4,3,3,9,4, , , , ,3,9, , ,3,9,5,2, ,9,3,9,2,2,2,3,2,2,2,2,9,2,2, , , ,0,1, , ,1,2,2,3,2,2,2,9,9,2,1,2,9,2,3,2,2,2,2,4,3,9,2,2,9,9,2,1,1,1,2,1,4,2,2,3,2, ,1,1,1,1,1,1,5, ,4,5,3,1,1,2,1,9,3,3,2,2,0.8711169881185522
201701210590,12/15/2022 00:03:39,12/15/2022 00:17:59,2,1,1,2,3,2,2,2,3,5,1,1,1,9,1,2,1,0,0,0,0,1,2,3,2,1,3,3,2,3,3,3,3, , , ,0, , , ,0, , , ,0,3,9,4,2,3,3,3,1, , , , , , , ,3,9,2,2, , ,3,3, , ,4,2, ,1,3,1,2,9,2,3,9,2,2,2,2,2,2, , , ,0,99, , ,99,3, ,3,2,1,2,9,2,1,3,4,3,3,3,2,2,2,3, ,2,9,2,9,3,2,2,1,1,4,9,1,4,1,1,5,2, ,1,1,1,1,1,3,1,1,1,5,1, ,1,1,1,1,2,1,2,1,0.4988874642267243
201701211015,12/13/2022 20:35:04,12/13/2022 20:51:41,2,1,1,2,3,2,1,2,2,2,1,2,3,1,3,2,1,1,1,1,1,1,6,4,1,1,2,2,2,2,2,2,3, , , ,0, , , ,0, , , ,0,3,1,2,3,3,9,4,1, , , , , , , ,3,2,3,2, , ,3,9, , ,5,2, ,1,2,1,3,3,2,3,2,2,1,3,2,2,2, , , ,0,1, , ,1,2,3,3,2,2,2,1,2,2,3,9,3,2,3,2,2,2,2,3,2,9,2,1,2,2,2,2,2,3,5,3,4,2,2,3,2, ,1,1,1,1,1,1,1,1,1,1,1, ,1,1,1,6,2,2,1,2,0.7029765922536998
201701212768,12/14/2022 17:29:45,12/14/2022 17:44:22,2,1,2,3,3,3,2,2,2,4,9,9,9,9,9,9,0,0,0,0,0,0,0,3,2,1,1,3,3,3,3,3,3, , , ,0, , , ,0,99, , ,99, , , , , , , , ,3,9,4,3,3,9,4, , , , ,3,1, , ,3,9,5,2, ,1,3,1,3,3,3,3,9,2,1,1,2,3,1,99, , ,99, , , ,0,1,2,3,2,2,2,2,2,9,9,2,1,2,9,1,2,2,2,2,2,9,2,2,2,9,2,2,1,3,7,1,4,2,2,3,2, ,1,2,2,1,1,1,1,1,1,2,2, ,2,3,1,2,2, ,1,1,0.8913612375319085
201701212821,12/13/2022 21:34:58,12/13/2022 22:02:45,2,1,2,3,2,4,2,2,2,2,1,9,3,1,3,2,1,0,1,1,1,1,5,3,2,1,2,1,1,2,1,2,2,20, , ,1, , , ,0, , , ,0, , , , , , , , ,3,9,3,2,2,1,2, , , , ,3,9, , ,3,9,5,2, ,1,3,1,3,3,3,3,2,2,9,9,2,9,2, , , ,0,1, , ,1,2,2,3,9,9,9,9,9,9,2,1,9,2,9,1,2,2,2,3,3,2,2,2,9,9,2,2,2,2,4,3,3,2,2,4,2, ,1,1,1,1,1,1,1,1,1,5,4,1,1,1,1,9,1,2,1,3,0.5967383619243865
201701215618,12/15/2022 12:29:11,12/15/2022 13:34:06,2,1,1,4,3,4,2,2,3,2,9,9,9,9,9,9,0,0,0,0,0,0,0,3,1,1,1,2,1,1,1,2,2, , , ,0, , , ,0, , , ,0,2,9,4,1,3,1,2,2, , , , , , , ,3,1,2,1, , ,3,1, , ,5,2, ,2,2,1,3,9,2,3,2,2,1,1,1,1,1,1, , ,1, , , ,0,1,2,2,1,1,1,1,1,1,2,2,2,2,9,2,9,9,1,2,3,1,9,1,2,2,2,2,1,4,9,3,4,2,2,4,2, ,1,2,2,1,1,5,1,2,1,5,2, ,2,4,1,6,4,5,2,2,1.0514971496189427
201701215683,12/14/2022 08:41:22,12/14/2022 09:12:08,2,1,1,2,1,5,1,2,3,2,4,2,3,1,3,1,0,1,1,1,1,0,4,4,2,1,3,2,2,2,3,2,3, , , ,0, , , ,0, , , ,0,3,1,1,1,3,3,4,1, , , , , , , ,3,1,3,3, , ,3,3, , ,4,2, ,1,3,1,2,1,2,3,1,2,1,1,2,1,1,5, , ,1, , , ,0,3, ,3,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,1,1,1,9,1,4,4,2,2,1,3,5,3,4,2,2,4,2, ,1,1,1,1,1,5,1,1,1,1,1, ,1,1,1,2,1,2,2,1,0.8851481042598652
201701216349,12/14/2022 15:30:20,12/14/2022 15:50:25,2,1,2,3,1,3,1,1,2,2,1,2,3,1,3,2,1,1,1,1,1,1,6,2,1,1,3,3,3,3,3,3,3, , , ,0, , , ,0,10, , ,1, , , , , , , , ,2,3,3,3,1,1,3, , , , ,1,2, , ,1,3,1,2,8,3,3,2,3,3,2,1,2,2,2,2,3,2,2, , , ,0,7, , ,1,3, ,2,2,2,2,2,2,2,4,1,3,3,3,1,2,2,3, ,1,2,2,2,1,1,1,2,1,4,8,1,3,1,1,5,1,1,1,4,3,1,1,1,2,2,2,4,1, ,1,1,1,9,2,2,2,2,0.41303702748059273
201701218536,12/13/2022 15:37:21,12/13/2022 16:01:13,2,1,2,3,2,2,2,3,2,1,9,4,1,9,1,1,0,0,0,0,0,0,0,4,2,1,1,2,3,2,3,3,2,99, , ,99, , , ,0, , , ,0, , , , , , , , ,3,9,4,3,3,9,4, , , , ,3,9, , ,3,9,1,2,5,1,1,1,3,3,3,3,9,9,1,9,9,9,2, , , ,0,98, , ,1,1,2,3,9,9,2,1,1,1,2,2,1,3,2,1,9,9,1,1,2,1,9,1,2,9,2,2,1,3,5,2,4,2,3,2,2, ,1,4,4,1,1,1,1,1,1,3,2, ,2,3,1,3,3, ,2,1,4.437254483994719
201701218611,12/13/2022 14:45:23,12/13/2022 15:02:24,2,1,1,2,2,2,1,2,3,2,1,2,2,1,3,2,1,1,0,1,1,1,5,3,2,1,2,1,3,2,3,1,2, , , ,0, , , ,0, , , ,0,3,9,2,1,2,9,3,3, , , , , , , ,2,9,2,9, , ,2,9, , ,2,1,6,1,1,1,3,9,2,2,2,2,2,1,2,1,1,99, , ,99, , , ,0,1,3,2,1,1,1,1,2,1,2,3,2,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,5,2, ,3,1,1,1,4,1,4,2,4,1,1, ,1,2,1,4,3,1,2,1,0.4088240710827076
201701218985,12/14/2022 23:38:31,12/15/2022 00:01:07,2,2,1,3,3,2,1,2,1,3,1,2,3,1,9,2,1,1,1,1,0,1,5,2,3,1,3,3,2,2,3,2,2, , , ,0, , , ,0, , , ,0,3,2,2,1,3,9,3,1, , , , , , , ,3,1,3,2, , ,2,3, , ,1,2,7,2,1,2,9,9,2,3,2,2,3,1,3,9,2, , , ,0,1, , ,1,2,2,3,2,1,2,2,2,1,3,1,9,3,2,1,9,9,2,2,2,1,2,9,2,2,1,1,1,4,9,3,1,1,2,3,1,1,1,5,3,1,1,6,12, ,3,4,3,1,1,2,2,9,3,2,2,2,5.271278796988185
201701219117,12/13/2022 14:36:36,12/15/2022 13:17:52,2,1,2,2,2,2,2,1,3,1,2,2,3,1,3,2,0,1,1,1,1,1,5,2,1,1,2,1,1,2,1,2,3, , , ,0, , , ,0,35, , ,1, , , , , , , , ,2,2,1,1,1,1,1, , , , ,2,1, , ,2,2,1,2,2,1,1,2,2,1,1,2,1,2,3,3,1,1,1,1, , ,1, , , ,0,2,2,2,9,9,1,1,1,1,2,9,9,2,3,2,1,1,2,2,2,1,2,1,3,2,2,1,1,2,4,1,4,1,1,6,2, ,1,1,1,1,1,1,2,2,2,2,2, ,2,3,1,9,3,1,1,3,0.25625694345051353
201701219184,12/13/2022 17:08:07,12/13/2022 17:55:34,1,1,2,4,2,3,1,1,2,2,1,2,3,1,3,2,1,1,1,1,1,1,6,3,2,1,3,2,3,3,3,2,3, , , ,0, , , ,0,10, , ,1, , , , , , , , ,3,9,2,3,2,1,4, , , , ,3,1, , ,3,9,5,2, ,1,1,1,2,9,3,3,9,9,3,9,9,1,2, , , ,0,1, , ,1,2,3,3,9,9,9,9,9,9,3,2,9,2,9,1,9,9,2,3,3,1,2,2,2,9,2,1,1,2,3,3,4,2,1,5,2, ,1,1,1,1,1,1,11,2,4,6,3,1,1,1,1,9,2,2,1,3,0.4204198199757933
201701219759,12/13/2022 15:03:14,12/13/2022 16:11:11,2,1,2,4,4,4,1,2,2,5,1,9,9,1,1,2,1,0,0,1,0,1,3,4,2,1,1,2,2,2,3,2,3, , , ,0, , , ,0,97, , ,1, , , , , , , , ,3,3,4,2,2,1,99, , , , ,3,9, , ,2,1,5,2, ,1,9,1,3,9,9,3,9,2,9,9,9,9,2, , , ,0,1, , ,1,1,4,3,2,2,2,2,2,2,1,1,1,3,9,1,2,2,1,4,3,2,2,2,1,1,1,2,1,3,7,2,4,2,3,2,2, ,1,1,1,1,1,3,1,1,1,2,1, ,1,1,1,2,1,3,2,1,0.6529467632295809
201701219942,12/13/2022 18:21:29,12/13/2022 18:35:31,1,1,1,3,2,3,1,1,2,5,1,2,3,1,3,2,1,1,1,1,1,1,6,2,1,1,1,3,1,2,3,2,2, , , ,0, , , ,0, , , ,0,3,1,2,1,2,2,4,1, , , , , , , ,2,1,2,1, , ,2,3, , ,1,2,9,1,1,1,3,2,3,1,2,2,9,3,2,2,2, , , ,0,1, , ,1,1,4,2,2,2,2,2,2,2,3,2,9,9,3,1,2,2,1,4,1,2,2,2,2,1,2,2,1,4,9,2,4,1,1,5,2, ,1,1,1,1,1,1,5, ,4,5,2, ,2,4,1,9,5,2,2,3,0.4505426008704942
201701223468,12/13/2022 16:11:46,12/13/2022 20:21:58,1,1,2,2,1,1,1,2,3,2,1,2,3,1,3,2,1,1,1,1,1,1,6,2,1,1,1,1,1,1,1,3,2,20,41, ,1, , , ,0, , , ,0, , , , , , , , ,3,2,1,1,2,2,3, , , , ,2,2, , ,2,1,1,1,3,2,2,2,1,1,1,2,9,2,2,1,2,3,1,2,1, ,1, , , ,0,1,2,2,9,9,9,1,1,1,3,9,2,2,3,2,1,1,1,3,2,1,2,9,2,1,1,1,1,1,1,2,3,2,2,3,2, ,1,4,4,1,1,6,11, ,4,6,2, ,2,4,1,4,5,1,2,2,1.2995250996758405
201701225006,12/15/2022 11:16:10,12/15/2022 11:29:13,1,1,1,4,3,4,2,2,2,5,9,9,9,9,9,9,0,0,0,0,0,0,0,4,2,1,3,2,2,2,2,2,3, , , ,0, , , ,0, , , ,0,3,9,4,3,3,9,4,3, , , , , , , ,3,9,3,9, , ,3,9, , ,5,2, ,9,9,9,9,9,9,3,2,2,9,9,2,2,2, , , ,0,98, , ,1,3, ,3,2,2,2,2,2,2,4,1,1,4,4,1,2,2,3, ,3,2,2,2,1,9,1,2,1,4,9,1,4,1,3,2,2, ,1,1,1,1,1,1,12, ,3,6,4,1,1,2,1,2,3,4,2,1,1.1464789017669275
201701226591,12/15/2022 12:21:47,12/15/2022 12:46:27,1,1,1,4,4,3,2,2,3,5,1,2,3,1,3,2,1,1,1,1,1,1,6,2,1,2,3,1,1,3,1,3,1, , , ,0, , , ,0, , , ,0,3,1,1,1,3,9,3,3, , , , , , , ,3,9,3,9, , ,3,9, , ,1,2,7,2,3,2,2,1,2,3,1,2,3,1,3,9,1,1,2, ,1, , , ,0,2,1,2,1,9,2,1,1,2,1,2,2,2,2,1,1,1,2,2,2,1,2,1,3,9,9,1,2,1,2,2,3,1,3,2,2, ,1,1,1,1,1,1,10, ,3,6,3,2,2,3,1,9,3,1,2,3,1.297074021060823
